Industry,Country,$ Raised (mm),Stage,year,will_layoff
14,63,85.0,6,2022,1
8,63,110.0,4,2022,1
28,27,49.0,4,2022,1
6,63,26.0,4,2022,1
13,63,462.0,6,2022,0
28,61,132.0,1,2022,1
3,24,375.0,8,2022,1
8,5,50.0,15,2022,1
5,63,36.0,15,2022,0
6,24,17.0,4,2022,1
5,24,23.0,4,2022,1
8,62,118.0,15,2022,1
16,63,46.0,15,2022,0
18,63,120.0,6,2022,0
18,63,192.0,15,2022,0
24,5,365.0,1,2022,1
4,35,378.0,6,2022,1
10,46,749.0,0,2022,1
3,62,0.0,15,2022,1
26,63,1900.0,7,2022,1
8,63,1300.0,8,2022,1
8,63,121.0,6,2022,1
8,19,53.0,5,2022,1
8,19,42.0,5,2022,1
8,63,70.0,5,2022,1
16,41,109.0,5,2022,0
10,58,1800.0,8,2022,0
10,62,300.0,16,2022,0
10,19,1300.0,6,2022,1
6,25,20.0,5,2022,1
8,63,256.0,7,2022,1
8,55,3700.0,15,2022,1
8,63,216.0,1,2022,1
4,0,11.0,4,2022,1
5,27,16.0,4,2022,1
20,63,537.0,6,2022,1
3,63,33.0,5,2022,1
24,5,322.0,8,2022,0
13,24,97.0,6,2022,1
26,63,342.0,1,2022,1
19,63,174.0,5,2022,1
3,63,287.0,1,2022,1
28,24,1300.0,10,2022,1
6,24,292.0,8,2022,1
19,63,121900.0,1,2022,1
13,55,568.0,7,2022,1
3,63,195.0,6,2022,1
10,63,29.0,4,2022,1
24,63,194.0,0,2022,0
24,47,60.0,0,2022,1
13,63,209.0,0,2022,1
8,63,130.0,7,2022,1
14,63,0.0,5,2022,0
9,63,619.0,6,2022,1
6,63,37.0,4,2022,1
26,63,29.0,0,2022,0
5,63,1000.0,10,2022,1
28,63,1600.0,1,2022,1
8,63,679.0,1,2022,1
29,62,238.0,6,2022,1
26,63,342.0,1,2022,1
20,18,293.0,6,2022,1
28,63,1300.0,1,2022,1
28,63,1500.0,15,2022,1
13,63,0.0,0,2022,1
6,24,292.0,8,2022,1
8,63,202.0,0,2022,1
21,63,192.0,6,2022,1
6,63,20.0,4,2022,1
10,1,3.0,3,2022,1
7,63,41.0,4,2022,1
3,63,165.0,15,2022,1
8,63,64.0,4,2022,1
24,63,7.0,4,2022,1
8,63,128.0,6,2022,1
8,1,45.0,15,2022,0
24,63,3400.0,15,2022,0
10,27,45.0,5,2022,1
13,63,657.0,9,2022,1
6,63,130.0,7,2022,1
19,63,121900.0,1,2022,1
9,63,0.0,15,2022,1
8,63,5600.0,1,2022,1
24,7,27.0,4,2022,1
20,18,277.0,0,2022,1
18,63,58.0,5,2022,1
3,10,917.0,8,2022,1
24,5,502.0,7,2022,1
8,63,481.0,1,2022,1
8,63,665.0,1,2022,1
22,5,755.0,8,2022,1
22,5,788.0,15,2022,1
22,63,905.0,15,2022,0
14,63,152.0,6,2022,0
19,63,4.0,0,2022,1
13,63,2.0,15,2022,0
13,63,9.0,15,2022,1
13,63,255.0,7,2022,0
28,63,329.0,7,2022,1
24,24,1100.0,9,2022,1
10,63,176.0,0,2022,1
6,24,838.0,11,2022,1
10,7,16.0,1,2022,1
7,63,752.0,8,2022,1
8,63,124.0,5,2022,0
4,50,0.0,3,2022,1
19,7,3.0,1,2022,1
8,27,42.0,5,2022,1
24,24,8600.0,1,2022,1
5,19,40.0,5,2022,1
10,63,3400.0,11,2022,1
6,7,22.0,1,2022,1
24,24,228.0,7,2022,1
24,63,474.0,8,2022,0
19,55,275.0,1,2022,1
13,63,19.0,7,2022,1
24,24,62.0,5,2022,1
22,63,654.0,15,2022,1
13,63,8.0,1,2022,0
8,63,301.0,1,2022,0
22,63,905.0,15,2022,1
13,63,406.0,1,2022,1
5,63,289.0,8,2022,1
13,10,1400.0,9,2022,1
24,63,1600.0,1,2022,1
9,63,200.0,2,2022,0
8,24,85.0,5,2022,1
6,24,24.0,4,2022,1
28,63,368.0,15,2022,1
8,55,28.0,0,2022,1
10,5,118.0,7,2022,1
22,63,35.0,5,2022,1
20,63,1000.0,7,2022,1
10,63,120.0,7,2022,1
9,63,1900.0,1,2022,1
5,63,78.0,5,2022,0
22,63,133.0,15,2022,1
10,63,3400.0,11,2022,1
3,63,266.0,8,2022,1
8,63,527.0,1,2022,1
20,24,9.0,3,2022,0
28,63,8.0,0,2022,0
10,19,8300.0,1,2021,1
9,63,200.0,2,2021,0
22,63,905.0,15,2021,1
5,63,46.0,0,2021,1
22,63,97.0,1,2021,1
21,63,356.0,15,2021,1
19,63,70.0,6,2021,0
20,63,974.0,1,2021,1
10,63,229.0,7,2021,0
3,63,78.0,0,2021,0
6,63,12.0,5,2021,1
24,63,339.0,1,2021,0
26,63,1000.0,15,2021,1
6,63,14.0,4,2021,1
3,10,9400.0,15,2021,1
11,24,17.0,4,2021,1
2,63,1600.0,15,2021,1
8,62,53.0,15,2021,0
6,63,122.0,6,2021,1
19,63,16.0,5,2021,0
19,63,165.0,7,2021,1
14,63,215.0,1,2021,1
19,63,132.0,6,2021,0
19,63,37.0,0,2021,1
14,63,0.0,5,2021,0
5,63,186.0,6,2021,0
3,63,105.0,15,2021,0
10,24,194.0,15,2021,1
28,24,214.0,7,2021,1
24,63,305.0,9,2021,1
20,63,1200.0,9,2021,1
23,63,0.0,15,2021,1
10,19,39.0,0,2021,1
24,7,61.0,5,2021,1
3,24,7400.0,15,2021,1
5,62,150.0,6,2021,1
24,63,50.0,0,2021,1
10,63,763.0,0,2021,1
10,63,2400.0,15,2021,1
18,51,20.0,15,2021,1
20,63,1700.0,1,2021,1
8,63,584.0,15,2021,0
8,63,15.0,0,2021,0
6,24,11.0,0,2021,1
26,63,0.0,0,2020,1
22,7,131.0,7,2020,1
5,63,352.0,0,2020,1
29,24,3200.0,9,2020,1
11,63,120.0,6,2020,0
8,63,3.0,3,2020,1
22,63,116.0,5,2020,0
13,63,45.0,5,2020,1
13,63,0.0,15,2020,1
5,63,67.0,6,2020,0
28,63,95.0,6,2020,0
24,63,4.0,15,2020,1
26,63,14.0,4,2020,0
24,63,102.0,15,2020,0
27,63,42.0,1,2020,1
13,63,13.0,4,2020,1
22,63,560.0,6,2020,1
10,63,67.0,5,2020,0
6,63,8.0,4,2020,1
19,63,1800.0,2,2020,0
10,25,914.0,13,2020,0
29,19,656.0,8,2020,1
18,24,28.0,0,2020,1
14,63,105.0,0,2020,0
13,63,356.0,7,2020,1
19,63,4.0,5,2020,0
28,62,2.0,2,2020,0
22,10,19500.0,11,2020,0
18,63,18.0,4,2020,0
5,63,158.0,4,2020,1
19,62,41.0,0,2020,1
22,63,13.0,4,2020,0
28,63,67.0,0,2020,1
28,63,132.0,5,2020,0
6,63,23.0,5,2020,0
16,63,0.0,1,2020,0
24,61,30.0,4,2020,0
19,63,95.0,0,2020,1
8,51,97.0,15,2020,1
29,24,548.0,1,2020,1
25,63,65.0,1,2020,1
23,63,0.0,0,2020,0
14,1,36.0,1,2020,1
19,63,10.0,0,2020,0
5,63,76.0,6,2020,0
13,62,16.0,3,2020,1
29,19,1.0,3,2020,0
14,63,10.0,4,2020,0
3,10,105.0,15,2020,0
24,7,122.0,1,2020,1
21,63,350.0,9,2020,0
28,63,45.0,15,2020,0
3,63,2.0,15,2020,1
10,51,1.0,3,2020,1
24,63,186.0,7,2020,1
28,64,2.0,3,2020,0
10,7,53.0,5,2020,1
25,63,20.0,15,2020,1
29,37,0.0,0,2020,1
24,63,42.0,0,2020,1
8,63,472.0,0,2020,0
10,63,13.0,15,2020,0
2,63,649.0,15,2020,1
10,24,1600.0,12,2020,1
8,19,60.0,5,2020,1
11,62,30.0,15,2020,0
11,63,309.0,7,2020,1
24,25,27.0,5,2020,0
23,63,154.0,0,2020,1
8,63,15.0,5,2020,1
9,24,405.0,7,2020,1
29,7,22.0,4,2020,0
18,63,251.0,7,2020,1
29,62,197.0,0,2020,1
19,63,308.0,9,2020,0
3,63,56.0,1,2020,1
16,24,70.0,6,2020,1
24,51,307.0,7,2020,1
8,24,26.0,0,2020,1
8,63,746.0,1,2020,1
8,63,1200.0,1,2020,0
22,63,117.0,6,2020,1
18,63,38.0,7,2020,1
19,63,19.0,6,2020,1
3,63,58.0,6,2020,1
18,63,101.0,6,2020,1
23,63,132.0,7,2020,0
2,63,1300.0,8,2020,1
28,24,214.0,7,2020,1
28,19,3600.0,15,2020,1
24,63,102.0,15,2020,1
14,63,215.0,1,2020,1
24,63,4.0,15,2020,0
28,63,1200.0,6,2020,0
27,63,228.0,9,2020,0
18,63,0.0,1,2020,1
3,63,455.0,1,2020,1
29,63,3200.0,9,2020,0
28,25,4800.0,9,2020,1
8,63,103.0,6,2020,1
21,63,3.0,3,2020,1
8,63,18.0,1,2020,1
22,62,19500.0,11,2020,1
19,63,32.0,5,2020,1
8,24,582.0,2,2020,1
8,24,496.0,10,2020,1
28,51,9900.0,12,2020,1
5,63,40.0,1,2020,1
13,63,50.0,6,2020,1
5,63,117.0,0,2020,0
24,63,10.0,5,2020,0
28,37,24700.0,1,2020,1
8,63,50.0,5,2020,1
14,6,0.0,15,2020,1
24,63,2.0,3,2020,1
19,63,0.0,15,2020,1
27,7,40.0,15,2020,1
19,63,139.0,7,2020,1
8,63,106.0,6,2020,1
26,63,52.0,6,2020,1
21,63,29.0,4,2020,1
28,63,75.0,6,2020,0
8,62,324.0,9,2020,1
1,63,1.0,15,2020,1
28,63,117.0,7,2020,1
8,63,120.0,9,2020,1
28,19,55.0,0,2020,1
28,63,3100.0,2,2020,1
8,63,453.0,6,2020,1
5,63,58.0,5,2020,1
3,63,10.0,0,2020,1
24,63,79.0,1,2020,1
29,24,548.0,1,2020,1
22,63,24.0,6,2020,1
8,63,732.0,6,2020,1
22,63,17.0,4,2020,1
3,24,224.0,15,2020,1
28,63,340.0,1,2020,1
3,63,19.0,0,2020,1
11,1,157.0,8,2020,1
24,63,7.0,4,2020,1
6,63,89.0,0,2020,1
8,5,30.0,15,2020,1
28,24,24700.0,1,2020,1
6,63,108.0,0,2020,1
8,63,207.0,15,2020,1
28,24,247.0,7,2020,1
20,26,0.0,15,2020,1
18,63,146.0,0,2020,1
29,24,3.0,4,2020,1
21,63,30.0,4,2020,1
28,18,100.0,0,2020,0
28,24,3800.0,13,2020,1
16,63,530.0,9,2020,1
29,63,62.0,5,2020,1
8,63,2500.0,2,2020,1
18,24,222.0,7,2020,1
27,63,240.0,7,2020,1
24,24,157.0,7,2020,1
29,62,88.0,5,2020,1
21,62,0.0,15,2020,1
8,63,252.0,6,2020,0
28,63,24700.0,1,2020,1
29,51,0.0,0,2020,1
10,24,1600.0,12,2020,1
22,24,19500.0,11,2020,1
14,63,553.0,8,2020,1
15,63,0.0,2,2020,1
26,27,92.0,0,2020,0
14,63,63.0,6,2020,0
22,24,300.0,15,2020,1
10,24,914.0,13,2020,1
8,24,200.0,15,2020,1
11,63,49.0,6,2020,1
24,63,3.0,3,2020,0
28,63,5300.0,0,2020,1
19,63,0.0,0,2020,1
18,63,116.0,0,2020,1
28,63,73.0,5,2020,1
8,63,69.0,15,2020,1
26,63,106.0,7,2020,0
3,37,8.0,15,2020,0
18,63,375.0,6,2020,0
24,63,80.0,6,2020,1
25,5,2.0,15,2020,1
8,63,10.0,15,2020,1
21,7,0.0,0,2020,1
5,63,46.0,6,2020,1
26,63,111.0,8,2020,0
9,65,1.0,3,2020,0
20,63,574.0,6,2020,0
8,5,0.0,1,2020,1
22,63,79.0,5,2020,1
5,63,77.0,5,2020,1
23,63,52.0,7,2020,1
6,7,104.0,7,2020,1
14,63,100.0,0,2020,0
8,63,47.0,5,2020,0
8,62,837.0,7,2020,1
22,63,133.0,6,2020,1
8,63,782.0,7,2020,1
28,63,11.0,0,2020,1
23,63,204.0,0,2020,1
8,56,78.0,5,2020,1
8,63,263.0,8,2020,1
25,63,145.0,7,2020,1
8,63,92.0,6,2020,1
29,25,0.0,15,2020,0
28,63,24700.0,1,2020,1
5,63,0.0,2,2020,1
6,63,15.0,0,2020,1
18,63,60.0,1,2020,1
5,63,283.0,7,2020,1
8,39,170.0,5,2020,0
5,63,743.0,8,2020,0
29,63,5400.0,2,2020,1
3,63,1500.0,15,2020,1
23,63,181.0,7,2020,1
23,63,68.0,7,2020,1
25,16,90.0,6,2020,1
23,63,84.0,6,2020,1
14,63,1000.0,1,2020,0
23,63,74.0,6,2020,0
13,7,76.0,15,2020,0
9,24,404.0,7,2020,1
28,61,771.0,0,2020,1
8,22,175.0,5,2020,1
26,16,7.0,4,2020,1
20,7,257.0,5,2020,1
11,1,106.0,5,2020,1
25,7,11.0,4,2020,1
13,63,184.0,1,2020,0
29,19,55.0,0,2020,0
24,27,386.0,7,2020,1
20,63,46.0,1,2020,1
29,62,2400.0,9,2020,1
11,63,217.0,8,2020,1
19,62,102.0,5,2020,1
3,63,82.0,4,2020,1
13,63,10.0,4,2020,1
8,45,80.0,15,2020,1
19,63,28.0,6,2020,1
28,63,24.0,0,2020,0
29,24,1.0,3,2020,0
25,63,32.0,0,2020,1
3,63,156.0,0,2020,1
1,63,75.0,15,2020,0
5,63,660.0,8,2020,0
19,63,145.0,8,2020,0
10,63,15.0,4,2020,0
28,63,4900.0,1,2020,1
22,63,2250.0,11,2020,1
29,63,229.0,0,2020,1
10,63,89.0,5,2020,1
28,63,765.0,7,2020,1
16,63,128.0,7,2020,1
8,52,23.0,5,2020,0
29,63,3.0,1,2020,1
8,39,0.0,15,2020,1
10,62,1500.0,10,2020,1
5,63,156.0,15,2020,1
18,63,70.0,15,2020,1
8,63,71.0,5,2020,1
24,63,2.0,3,2020,1
20,63,436.0,8,2020,0
8,63,37.0,5,2020,0
20,63,840.0,5,2020,1
22,63,24.0,4,2020,1
23,63,4.0,3,2020,0
29,5,2400.0,9,2020,1
10,25,0.0,4,2020,1
20,63,17.0,5,2020,1
28,63,88.0,5,2020,1
27,7,60.0,5,2020,1
18,63,7.0,4,2020,1
8,63,15.0,5,2020,1
29,19,30.0,5,2020,1
13,63,29.0,5,2020,1
3,63,12.0,15,2020,1
6,5,2.0,4,2020,1
19,63,54.0,0,2020,0
8,62,122.0,8,2020,0
24,63,160.0,6,2020,1
11,63,583.0,6,2020,1
5,63,274.0,9,2020,1
13,63,1300.0,15,2020,1
18,63,68.0,6,2020,1
16,63,665.0,7,2020,0
24,63,78.0,0,2020,0
18,63,50.0,5,2020,0
3,63,2600.0,8,2020,1
11,63,24.0,5,2020,1
28,63,52.0,4,2020,1
29,25,0.0,15,2020,0
5,63,17.0,4,2020,0
26,63,61.0,6,2020,0
2,1,15.0,1,2020,0
10,24,1600.0,12,2020,1
8,24,2200.0,15,2020,1
8,63,392.0,1,2020,1
3,63,613.0,8,2020,1
24,63,339.0,1,2020,1
13,63,42.0,5,2020,1
8,7,75.0,5,2020,1
19,63,165.0,7,2020,1
6,63,48.0,5,2020,1
19,63,0.0,15,2020,1
16,27,84.0,7,2020,1
29,22,521.0,7,2020,1
4,63,10.0,15,2020,1
18,63,58.0,7,2020,1
8,35,38.0,5,2020,1
27,5,1.0,3,2020,1
28,63,71.0,6,2020,1
13,63,50.0,6,2020,1
13,63,100.0,6,2020,1
29,63,41.0,5,2020,0
8,63,126.0,8,2020,0
16,24,293.0,7,2020,1
6,5,37.0,7,2020,1
23,63,110.0,7,2020,1
22,5,335.0,7,2020,1
22,5,263.0,6,2020,1
24,51,307.0,7,2020,1
6,14,34.0,5,2020,1
10,63,478.0,12,2020,1
18,63,100.0,6,2020,1
26,63,1.0,15,2020,1
4,63,69.0,5,2020,0
20,63,18.0,4,2020,0
10,63,96.0,0,2020,0
18,7,59.0,15,2020,0
28,63,1.0,1,2020,1
8,51,42.0,5,2020,1
18,24,76.0,6,2020,1
18,7,11.0,4,2020,0
18,63,59.0,6,2020,0
24,63,16.0,4,2020,0
18,63,0.0,15,2020,0
4,63,1.0,3,2020,0
22,63,2.0,4,2020,0
22,63,1500.0,8,2020,1
3,63,288.0,1,2020,1
24,24,19.0,6,2020,1
10,63,423.0,15,2020,1
8,63,447.0,8,2020,1
8,25,160.0,7,2020,1
11,63,72.0,6,2020,1
28,63,40.0,4,2020,1
24,7,51.0,5,2020,1
24,63,34.0,6,2020,1
20,63,100.0,0,2020,0
3,25,7.0,4,2020,0
7,63,1800.0,11,2020,0
24,63,358.0,1,2020,1
10,7,224.0,8,2020,1
11,63,59.0,5,2020,1
3,63,90.0,5,2020,1
3,63,132.0,7,2020,1
5,63,190.0,8,2020,1
11,5,5.0,15,2020,1
8,63,584.0,15,2020,0
29,51,134.0,6,2020,0
24,63,1400.0,1,2020,1
28,63,955.0,5,2020,1
8,5,120.0,5,2020,1
16,63,12.0,4,2020,1
8,7,119.0,5,2020,1
19,63,185.0,15,2020,1
29,63,3.0,15,2020,1
8,5,14.0,5,2020,1
23,63,29.0,6,2020,1
5,63,85.0,15,2020,1
2,63,35.0,5,2020,1
14,63,1.0,15,2020,1
19,63,0.0,15,2020,1
8,63,119.0,6,2020,0
3,63,56.0,1,2020,1
8,63,324.0,9,2020,1
15,63,410.0,5,2020,1
8,5,26.0,5,2020,1
5,63,689.0,1,2020,1
5,63,114.0,7,2020,1
27,63,59.0,5,2020,1
24,7,28.0,5,2020,1
5,63,138.0,5,2020,1
6,7,0.0,15,2020,1
18,62,32.0,15,2020,1
4,63,18.0,15,2020,0
4,62,40.0,5,2020,0
8,63,217.0,15,2020,0
3,63,332.0,1,2020,1
24,24,215.0,7,2020,1
28,63,95.0,6,2020,1
8,63,40.0,5,2020,1
23,63,72.0,6,2020,1
27,45,91.0,6,2020,1
18,63,64.0,6,2020,1
22,63,40.0,5,2020,1
18,63,65.0,6,2020,1
18,63,0.0,15,2020,1
18,63,106.0,6,2020,1
23,5,23.0,15,2020,1
21,7,0.0,15,2020,1
3,5,16.0,5,2020,1
10,63,26.0,4,2020,1
8,5,314.0,7,2020,0
18,63,58.0,6,2020,0
29,51,134.0,6,2020,0
8,63,35.0,4,2020,0
8,39,1.0,15,2020,0
24,63,140.0,7,2020,0
10,63,902.0,9,2020,1
10,63,319.0,7,2020,1
13,63,438.0,1,2020,1
22,63,319.0,1,2020,1
18,63,367.0,8,2020,1
8,63,0.0,15,2020,1
24,63,85.0,7,2020,1
13,63,175.0,6,2020,1
24,63,181.0,7,2020,1
18,63,607.0,2,2020,1
19,63,190.0,15,2020,1
11,63,0.0,15,2020,1
8,63,99.0,6,2020,1
27,63,15.0,4,2020,0
18,63,41.0,2,2020,0
8,63,293.0,8,2020,1
18,5,1.0,4,2020,1
18,63,75.0,5,2020,1
8,5,0.0,15,2020,1
18,63,28.0,0,2020,1
27,63,92.0,6,2020,1
28,7,21.0,5,2020,1
8,7,72.0,5,2020,1
11,63,50.0,2,2020,1
4,7,25.0,1,2020,0
29,63,183.0,7,2020,0
5,63,227.0,6,2020,0
1,63,100.0,15,2020,1
3,33,348.0,15,2020,1
9,5,300.0,7,2020,1
18,63,162.0,7,2020,1
29,5,0.0,15,2020,1
24,63,297.0,8,2020,1
28,63,225.0,15,2020,1
28,63,955.0,5,2020,1
29,25,0.0,15,2020,1
16,63,35.0,5,2020,1
24,63,97.0,7,2020,1
8,63,40.0,5,2020,1
14,63,247.0,7,2020,1
19,63,80.0,8,2020,1
19,63,80.0,8,2020,1
13,7,24.0,4,2020,1
13,63,14.0,4,2020,1
19,63,0.0,15,2020,1
24,63,4.0,4,2020,1
29,63,0.0,15,2020,1
19,63,0.0,15,2020,1
5,63,16.0,4,2020,0
11,63,64.0,5,2020,0
29,13,41.0,5,2020,0
11,63,7.0,4,2020,0
23,63,28.0,5,2020,0
22,63,117.0,6,2020,0
9,63,114.0,1,2020,1
2,63,1200.0,7,2020,1
10,7,112.0,6,2020,1
9,63,549.0,8,2020,1
9,19,109.0,7,2020,1
28,55,167.0,5,2020,1
22,63,222.0,7,2020,1
24,63,253.0,7,2020,1
24,63,68.0,5,2020,1
26,63,152.0,5,2020,1
11,63,65.0,0,2020,1
28,24,122.0,6,2020,1
23,63,118.0,2,2020,1
18,63,102.0,6,2020,1
11,63,114.0,8,2020,1
19,63,50.0,7,2020,1
14,63,151.0,15,2020,1
11,63,40.0,5,2020,1
18,63,16.0,5,2020,1
6,63,2.0,15,2020,1
8,24,8.0,15,2020,1
10,63,6.0,4,2020,1
22,63,0.0,15,2020,0
24,24,102.0,2,2020,0
24,63,70.0,6,2020,0
24,61,0.0,15,2020,0
20,63,0.0,15,2020,0
3,63,48.0,5,2020,1
29,36,0.0,15,2020,1
13,63,75.0,5,2020,1
18,63,159.0,7,2020,1
19,19,9.0,4,2020,1
8,63,190.0,6,2020,1
23,63,52.0,6,2020,1
8,24,143.0,15,2020,1
28,63,0.0,15,2020,1
26,27,100.0,6,2020,1
18,63,16.0,4,2020,1
29,63,11.0,4,2020,1
8,7,50.0,5,2020,1
18,63,46.0,6,2020,1
13,63,15.0,4,2020,1
8,63,0.0,15,2020,0
24,63,197.0,7,2020,0
24,63,62.0,6,2020,0
2,63,46.0,6,2020,0
18,63,81.0,6,2020,0
29,63,33.0,5,2020,0
16,63,227.0,7,2020,1
18,63,89.0,6,2020,1
3,63,310.0,10,2020,1
28,63,467.0,8,2020,1
16,63,69.0,7,2020,1
22,63,0.0,0,2020,1
18,63,55.0,15,2020,1
23,63,26.0,5,2020,1
9,63,91.0,6,2020,1
18,63,26.0,5,2020,1
29,63,67.0,6,2020,0
18,63,4.0,3,2020,0
29,63,116.0,5,2020,0
11,63,8.0,4,2020,0
8,63,0.0,15,2020,0
14,63,130.0,8,2020,0
3,63,423.0,9,2020,1
7,63,423.0,7,2020,1
29,24,48.0,5,2020,1
11,27,45.0,4,2020,1
8,63,110.0,6,2020,1
19,63,77.0,1,2020,1
16,63,0.0,15,2020,1
20,63,110.0,8,2020,1
28,16,82.0,4,2020,1
22,63,18.0,4,2020,1
24,63,75.0,4,2020,1
10,63,15.0,3,2020,1
24,63,31.0,6,2020,0
23,63,219.0,5,2020,1
18,63,25.0,5,2020,1
3,63,13.0,4,2020,1
29,24,47.0,7,2020,1
22,63,2250.0,11,2020,1
24,63,541.0,9,2020,0
1,62,3000.0,15,2020,1
28,63,623.0,7,2020,1
3,51,95.0,15,2020,1
24,63,18.0,15,2020,1
5,63,430.0,8,2020,1
10,63,127.0,6,2020,1
22,63,77.0,5,2020,1
22,63,560.0,6,2020,1
28,63,403.0,7,2020,1
28,63,107.0,0,2020,1
8,7,201.0,1,2020,1
15,63,133.0,8,2020,1
2,63,12.0,4,2020,1
8,7,49.0,5,2020,1
22,5,263.0,6,2020,1
10,63,20.0,3,2020,1
10,63,60.0,6,2020,1
23,63,41.0,15,2020,1
18,63,25.0,5,2020,1
24,63,68.0,5,2020,1
8,5,0.0,4,2020,0
6,63,0.0,15,2020,0
14,63,273.0,11,2020,0
24,63,88.0,6,2020,1
29,24,0.0,15,2020,1
14,63,149.0,9,2020,1
7,7,149.0,6,2020,1
28,63,123.0,7,2020,1
22,63,34.0,5,2020,1
24,63,47.0,5,2020,1
20,63,5.0,3,2020,1
18,63,35.0,5,2020,0
29,63,981.0,7,2020,1
22,63,179.0,5,2020,1
21,7,0.0,15,2020,1
19,63,0.0,15,2020,1
29,63,26.0,5,2020,1
18,63,48.0,6,2020,1
6,63,24.0,4,2020,1
19,63,35.0,5,2020,1
21,63,233.0,15,2020,1
5,63,22.0,4,2020,1
22,63,5.0,4,2020,0
3,63,296.0,7,2020,0
22,63,180.0,5,2020,0
24,63,8.0,4,2020,0
29,63,359.0,7,2020,1
3,63,0.0,15,2020,1
10,63,20.0,5,2020,1
22,63,79.0,5,2020,1
29,63,35.0,5,2020,1
24,7,0.0,15,2020,0
11,63,47.0,15,2020,0
28,63,117.0,7,2020,0
22,63,1600.0,10,2020,1
22,63,280.0,7,2020,1
24,63,2.0,0,2020,1
29,63,36.0,5,2020,1
18,63,0.0,0,2020,1
5,63,7.0,15,2020,1
23,63,48.0,5,2020,1
8,63,94.0,6,2020,1
29,63,3.0,3,2020,0
24,63,70.0,6,2020,0
9,63,164.0,5,2020,0
9,63,120.0,0,2020,1
29,63,39.0,5,2020,1
14,7,7.0,3,2020,1
19,63,16.0,4,2020,1
29,63,5.0,3,2020,0
29,63,526.0,6,2020,0
28,24,214.0,7,2020,1
23,63,0.0,15,2020,1
29,63,17.0,5,2020,1
29,63,81.0,6,2020,1
26,27,74.0,4,2020,0
9,63,13.0,15,2020,0
24,63,0.0,0,2020,0
18,63,4.0,3,2020,1
29,63,79.0,6,2020,1
27,63,6.0,3,2020,1
29,63,5.0,3,2020,0
28,63,45.0,15,2020,1
3,63,1.0,3,2020,1
24,63,90.0,6,2020,1
16,63,12.0,4,2020,1
